"id","biography","author_id","author_name","bibliography","transcript","token_sequence","token","invivo_code","startdate","enddate","person","place","herme_code","impression","noetictension","pc","chr_element","comment","illustration","scene"
"1","1","367","367","222","10",\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
